"table_name","column_name","data_type","is_key"
"personagens_historico","dados_ficha","jsonb",False
"post_album_itens","id","uuid",True
"post_album_itens","ordem","integer",False
"post_album_itens","post_id","uuid",True
"post_album_itens","descricao","text",False
"post_album_itens","imagem_url","character varying",False
"post_comentarios","post_id","uuid",True
"post_comentarios","conteudo","text",False
"post_comentarios","criado_em","timestamp without time zone",False
"post_comentarios","id","uuid",True
"post_comentarios","autor_id","uuid",True
"post_votacao_opcoes","post_id","uuid",True
"post_votacao_opcoes","texto","character varying",False
"post_votacao_opcoes","votos","integer",False
"post_votacao_opcoes","id","integer",True
"post_votacao_votos","opcao_id","integer",True
"post_votacao_votos","id","integer",True
"post_votacao_votos","usuario_id","uuid",True
"postagens","tipo","character varying",False
"postagens","imagem_url","character varying",False
"postagens","conteudo","text",False
"postagens","aba_id","uuid",True
"postagens","multipla_escolha","boolean",False
"postagens","imagens","jsonb",False
"postagens","id","uuid",True
"postagens","autor_id","uuid",True
"postagens","criado_em","timestamp without time zone",False
"postagens","atualizado_em","timestamp without time zone",False
"sessoes","data_sessao","date",False
"sessoes","eventos","jsonb",False
"sessoes","entidades","jsonb",False
"sessoes","desfechos","jsonb",False
"sessoes","id","uuid",True
"sessoes","status","character varying",False
"sessoes","resumo","text",False
"sessoes","titulo","character varying",False
"sessoes","cronica_id","uuid",True
"sessoes","criado_em","timestamp with time zone",False
"sessoes","automacoes","jsonb",False
"sessoes","nucleo_id","uuid",True
"sistemas","id","uuid",True
"sistemas","slug","character varying",True
"sistemas","nome","character varying",True
"sistemas","criado_em","timestamp without time zone",False
"usuarios","email","character varying",True
"usuarios","criado_em","timestamp without time zone",False
"usuarios","nome_usuario","character varying",False
"usuarios","senha_hash","character varying",False
"usuarios","avatar_url","character varying",False
"usuarios","tema_interface","character varying",False
"usuarios","id","uuid",True
"world_boards","nome","character varying",False
"world_boards","cronica_id","uuid",True
"world_boards","id","uuid",True
"world_boards","dados","jsonb",False
"world_boards","criado_em","timestamp with time zone",False
"world_boards","atualizado_em","timestamp with time zone",False
"world_cenas","atualizado_em","timestamp with time zone",False
"world_cenas","criado_em","timestamp with time zone",False
"world_cenas","cronica_id","uuid",True
"world_cenas","dados","jsonb",False
"world_cenas","nome","character varying",False
"world_cenas","id","uuid",True
"world_events","descricao","text",False
"world_events","nome","character varying",False
"world_events","status","character varying",False
"world_events","pool_maxima","integer",False
"world_events","criado_em","timestamp without time zone",False
"world_events","id","uuid",True
"world_events","pool_atual","integer",False
"world_events","ultima_excedida_em","timestamp with time zone",False
"world_events","cronica_id","uuid",True
"world_flags","node_id","uuid",True
"world_flags","flag_key","character varying",True
"world_flags","id","uuid",True
"world_flags","criado_em","timestamp without time zone",False
"world_flags","flag_value","boolean",False
"world_flags","atualizado_em","timestamp without time zone",False
"world_links","destino_node_id","uuid",True
"world_links","tipo_vinculo","character varying",False
"world_links","origem_node_id","uuid",True
"world_links","cronica_id","uuid",True
"world_links","dados","jsonb",False
"world_links","criado_em","timestamp with time zone",False
"world_links","id","uuid",True
"world_nodes","nucleo_id","uuid",True
"world_nodes","tipo","character varying",False
"world_nodes","nome","character varying",False
"world_nodes","id","uuid",True
"world_nodes","parent_node_id","uuid",True
"world_nodes","dados","jsonb",False
"world_nodes","metadata","jsonb",False
"world_nodes","status","character varying",False
"world_nodes","cronica_id","uuid",True
"world_nodes","is_public","boolean",False
"world_nodes","criado_em","timestamp without time zone",False
"world_triggers","cronica_id","uuid",True
"world_triggers","effect_json","jsonb",False
"world_triggers","condition_json","jsonb",False
"world_triggers","ativo","boolean",False
"world_triggers","id","uuid",True
